ds,yhat,yhat_lower,yhat_upper
2018-08-20 16:00:00,82.93979907122142,53.17487566044097,112.79398822604391
2018-08-20 17:00:00,64.48907451623853,34.22364920647802,95.22628121566504
2018-08-20 18:00:00,40.83456269851375,11.21008403522835,68.70400716263795
2018-08-20 19:00:00,25.671855757416537,-6.609169871396408,55.42438419584995
2018-08-20 20:00:00,23.83856424072789,-6.645967164473369,55.400818355989784
2018-08-20 21:00:00,30.216020039901082,-3.2184057738168095,59.12005876594956
2018-08-20 22:00:00,36.625456861912554,7.0222970161693725,67.10213656186788
2018-08-20 23:00:00,39.27875349785889,8.439520222432352,68.23251422135249
2018-08-21 00:00:00,40.01701855687462,10.036709854916248,68.27470967165418
2018-08-21 01:00:00,41.557461916578774,10.787163943384709,70.55334085850437
2018-08-21 02:00:00,42.91278225161159,12.409380411276313,71.77869879426271
2018-08-21 03:00:00,40.205766742487384,10.407584391533513,71.91901455756943
2018-08-21 04:00:00,31.710666900608786,4.116701987238163,63.251093528794826
2018-08-21 05:00:00,21.088488439996837,-8.19490555802512,50.95695191159296
2018-08-21 06:00:00,14.642919073726631,-15.121275391568707,44.60205593572733
2018-08-21 07:00:00,15.044226870984104,-16.2358319758162,46.60121563948016
2018-08-21 08:00:00,18.269920815275484,-9.910752514103306,48.74429567023475
2018-08-21 09:00:00,17.66813666351395,-10.338002270189339,47.50511257505844
2018-08-21 10:00:00,11.644378088100865,-19.001802110181536,40.392005731976234
2018-08-21 11:00:00,7.075988533478778,-22.317170769311574,35.85288028434902
2018-08-21 12:00:00,14.064291698905237,-14.564468891936329,44.666565939687786
2018-08-21 13:00:00,36.060823245665006,7.688575097693879,66.33798224463477
2018-08-21 14:00:00,64.55071953554749,34.067998055711655,94.14189778214565
2018-08-21 15:00:00,83.96795079304086,53.87009826943621,114.71694429238963
2018-08-21 16:00:00,83.2929174587185,54.44536187643978,115.52261910688772
2018-08-21 17:00:00,64.47881600501273,37.08379497344009,92.7387218590063
2018-08-21 18:00:00,40.50986275635725,11.041525624269944,71.30283573121726
2018-08-21 19:00:00,25.08220079946355,-5.557203369555088,56.59899509594406
2018-08-21 20:00:00,23.03340065949544,-5.20678383090497,50.58901279788488
2018-08-21 21:00:00,29.24418136074776,-0.0615660802928238,58.48553131251969
2018-08-21 22:00:00,35.53461572505127,6.128862619711879,64.61320844184102
2018-08-21 23:00:00,38.11490474997099,8.466904865419181,68.73879579284272
2018-08-22 00:00:00,38.82399927731299,8.150046328200265,69.7838922376015
2018-08-22 01:00:00,40.37651363276639,11.374438672976817,70.95944687526699
2018-08-22 02:00:00,41.78216000068559,12.37068190418643,71.75508433900004
2018-08-22 03:00:00,39.160398966990684,10.580250541335575,71.85540874214479
2018-08-22 04:00:00,30.781869461353594,2.492459435315607,58.48456201938788
2018-08-22 05:00:00,20.303735280583965,-6.766141899319703,49.635437334240834
2018-08-22 06:00:00,14.025671301570668,-16.115913178474646,43.61819061712158
2018-08-22 07:00:00,14.613821244638942,-16.573413021487006,42.28564786199918
2018-08-22 08:00:00,18.0415178186706,-12.046874348370325,46.13350128094504
2018-08-22 09:00:00,17.652727579379814,-11.777024985178606,48.6669328017801
2018-08-22 10:00:00,11.84884969708439,-18.58406576696652,42.12522235447481
2018-08-22 11:00:00,7.503243332558668,-21.517339144681518,37.29902946889558
2018-08-22 12:00:00,14.71342080254324,-14.70027862262567,44.584958134496404
2018-08-22 13:00:00,36.92732848292434,6.4840978921642565,67.40520339771187
2018-08-22 14:00:00,65.6267806229516,36.9865191731522,95.55981609283266
2018-08-22 15:00:00,85.24273290166778,55.556641674664604,114.46840058677658
2018-08-22 16:00:00,84.75291403421076,53.20994778451533,114.61276248510619
2018-08-22 17:00:00,66.10822122084662,36.368348179806944,95.11549827021061
2018-08-22 18:00:00,42.29096770027576,13.238987825550707,71.7543995446329
2018-08-22 19:00:00,26.99580718842654,-3.472342701337292,55.967417944555265
2018-08-22 20:00:00,25.05924571579017,-4.846471739019601,55.05597126239102
2018-08-22 21:00:00,31.36136740734125,2.5625463301010605,61.14464427422743
2018-08-22 22:00:00,37.722038028673765,7.561638143120219,67.93318648441921
2018-08-22 23:00:00,40.35167124918297,11.435075941144808,69.37306965290351
2018-08-23 00:00:00,41.08983599165498,11.889517895632371,71.77015552039748
2018-08-23 01:00:00,42.65214980587271,13.025863975836595,71.91217103568763
2018-08-23 02:00:00,44.049687368268806,15.352595790563548,71.9468025577274
2018-08-23 03:00:00,41.40359994195083,12.193957541357346,72.29744881865606
2018-08-23 04:00:00,32.98650951370044,3.174462320716317,61.49752834192705
2018-08-23 05:00:00,22.45781532578934,-5.894314106409532,53.58040010738541
2018-08-23 06:00:00,16.119636513273434,-12.938712047632572,44.09005390398731
2018-08-23 07:00:00,16.6407233380812,-11.054251051115351,45.04426704862018
2018-08-23 08:00:00,19.9971285580622,-8.650047355874287,49.719552797461226
2018-08-23 09:00:00,19.53560194559695,-11.571758489710644,49.69973590543414
2018-08-23 10:00:00,13.660337909782442,-16.659155808745545,45.308177833825845
2018-08-23 11:00:00,9.247451647048237,-22.24927289078004,38.177908521927726
2018-08-23 12:00:00,16.397121752509122,-16.111273668963573,44.20344705050837
2018-08-23 13:00:00,38.559821974544604,7.738981657405319,67.43081919630556
2018-08-23 14:00:00,67.21970799236263,37.74206599372231,96.90969589144578
2018-08-23 15:00:00,86.80984675426363,57.93181187353725,117.03269900715806
2018-08-23 16:00:00,86.30980728900124,56.54698375676193,111.70849776270526
2018-08-23 17:00:00,67.67201944794151,38.1674640903453,98.62603748586788
2018-08-23 18:00:00,43.87998931772411,12.48307584957879,73.6582729160267
2018-08-23 19:00:00,28.62919662640438,-1.7368442260990884,59.281537582267674
2018-08-23 20:00:00,26.75658503376326,-3.5040927801489095,55.74292160904853
2018-08-23 21:00:00,33.142272206496344,3.9663518283479062,62.12490563704766
2018-08-23 22:00:00,39.60574376592804,10.370052492732276,69.12625188236112
2018-08-23 23:00:00,42.356616232887774,10.995737547537914,72.29404948953623
2018-08-24 00:00:00,43.233247439023046,13.626499319439196,72.61687616137
2018-08-24 01:00:00,44.94963934392827,17.284685909844153,76.19266862637585
2018-08-24 02:00:00,46.514862287983576,17.592954987822075,77.48498133067127
2018-08-24 03:00:00,44.047696343596925,13.5013904346003,73.5966814112799
2018-08-24 04:00:00,35.81805323465083,5.907365955045854,64.78058768998731
2018-08-24 05:00:00,25.482316206869356,-4.626438873232852,55.425724495925344
2018-08-24 06:00:00,19.339321160340916,-9.050358565932315,51.06132885903032
2018-08-24 07:00:00,20.054311040887626,-11.424516086404392,47.110459715532734
2018-08-24 08:00:00,23.59965448515328,-7.311074938872574,51.819713011210936
